LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,GDP,Flag Codes,Lookup Area,Lookup M49,Lookup iso,Area Code,Area Code (M49),Area,eu_member,Item Code,Item Code (CPC),Item,Element Code,Element,Months Code,Months,Unit,YEAR,wheat_PPI,YEAR_INT
ITA,GDP,TOT,USD_CAP,A,2013,36267.925352,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,120.32,2013
ITA,GDP,TOT,USD_CAP,A,2014,36475.976061,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,121.09,2014
ITA,GDP,TOT,USD_CAP,A,2015,37206.331822,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,93.41,2015
ITA,GDP,TOT,USD_CAP,A,2016,40267.222623,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,85.5,2016
ITA,GDP,TOT,USD_CAP,A,2017,41951.466331,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,90.06,2017
ITA,GDP,TOT,USD_CAP,A,2018,43427.663143,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,99.79,2018
ITA,GDP,TOT,USD_CAP,A,2019,45799.526931,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,104.26,2019
ITA,GDP,TOT,USD_CAP,A,2020,43129.896677,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,113.33,2020
ITA,GDP,TOT,USD_CAP,A,2021,46546.248219,,Italy,380.0,ITA,106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,120.56,2021
JPN,GDP,TOT,USD_CAP,A,2000,27289.851934,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,550.54,2000
JPN,GDP,TOT,USD_CAP,A,2001,27946.083138,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,544.07,2001
JPN,GDP,TOT,USD_CAP,A,2002,28633.69892,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,535.13,2002
JPN,GDP,TOT,USD_CAP,A,2003,29411.592882,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,518.79,2003
JPN,GDP,TOT,USD_CAP,A,2004,30837.175423,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,486.71,2004
JPN,GDP,TOT,USD_CAP,A,2005,32174.400107,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,491.26,2005
JPN,GDP,TOT,USD_CAP,A,2006,33638.841255,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,505.03,2006
JPN,GDP,TOT,USD_CAP,A,2007,35021.732224,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,261.18,2007
JPN,GDP,TOT,USD_CAP,A,2008,35278.749846,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,265.89,2008
JPN,GDP,TOT,USD_CAP,A,2009,33550.689549,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,290.73,2009
JPN,GDP,TOT,USD_CAP,A,2010,35342.824721,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,239.02,2010
JPN,GDP,TOT,USD_CAP,A,2011,36215.006272,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,166.31,2011
JPN,GDP,TOT,USD_CAP,A,2012,37628.675989,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,116.41,2012
JPN,GDP,TOT,USD_CAP,A,2013,39436.682585,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,104.19,2013
JPN,GDP,TOT,USD_CAP,A,2014,39559.763471,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,102.32,2014
JPN,GDP,TOT,USD_CAP,A,2015,40908.781547,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,111.15,2015
JPN,GDP,TOT,USD_CAP,A,2016,40642.704531,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,86.53,2016
JPN,GDP,TOT,USD_CAP,A,2017,41531.221619,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,105.67,2017
JPN,GDP,TOT,USD_CAP,A,2018,42239.050068,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,137.8,2018
JPN,GDP,TOT,USD_CAP,A,2019,42465.48008,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,134.73,2019
JPN,GDP,TOT,USD_CAP,A,2020,41699.104776,,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,142.3,2020
JPN,GDP,TOT,USD_CAP,A,2021,42229.827091,E,Japan,392.0,JPN,110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,182.22,2021
LUX,GDP,TOT,USD_CAP,A,2000,55039.682154,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,87.55,2000
LUX,GDP,TOT,USD_CAP,A,2001,56091.22818,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,90.89,2001
LUX,GDP,TOT,USD_CAP,A,2002,58513.393595,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,84.21,2002
LUX,GDP,TOT,USD_CAP,A,2003,60115.006615,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,89.55,2003
LUX,GDP,TOT,USD_CAP,A,2004,64634.071351,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,78.93,2004
LUX,GDP,TOT,USD_CAP,A,2005,68707.781706,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,77.06,2005
LUX,GDP,TOT,USD_CAP,A,2006,78818.989019,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,84.41,2006
LUX,GDP,TOT,USD_CAP,A,2007,84994.145407,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,135.87,2007
LUX,GDP,TOT,USD_CAP,A,2008,90863.784075,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,98.57,2008
LUX,GDP,TOT,USD_CAP,A,2009,86804.649353,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,67.03,2009
LUX,GDP,TOT,USD_CAP,A,2010,90256.295238,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,106.26,2010
LUX,GDP,TOT,USD_CAP,A,2011,94278.922851,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,121.3,2011
LUX,GDP,TOT,USD_CAP,A,2012,96535.745828,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,154.24,2012
LUX,GDP,TOT,USD_CAP,A,2013,100561.366405,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,112.01,2013
LUX,GDP,TOT,USD_CAP,A,2014,104917.945675,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,99.84,2014
LUX,GDP,TOT,USD_CAP,A,2015,107898.304236,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,104.25,2015
LUX,GDP,TOT,USD_CAP,A,2016,112955.470175,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,95.9,2016
LUX,GDP,TOT,USD_CAP,A,2017,114862.528755,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,100.25,2017
LUX,GDP,TOT,USD_CAP,A,2018,116334.724739,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,119.83,2018
LUX,GDP,TOT,USD_CAP,A,2019,119252.812943,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,105.73,2019
LUX,GDP,TOT,USD_CAP,A,2020,119871.429414,,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,114.81,2020
LUX,GDP,TOT,USD_CAP,A,2021,131277.948732,P,Luxembourg,442.0,LUX,256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,117.62,2021
NLD,GDP,TOT,USD_CAP,A,2000,31874.207974,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,69.94,2000
NLD,GDP,TOT,USD_CAP,A,2001,33185.766744,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,71.71,2001
NLD,GDP,TOT,USD_CAP,A,2002,34447.053372,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,63.47,2002
NLD,GDP,TOT,USD_CAP,A,2003,34151.735949,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,76.42,2003
NLD,GDP,TOT,USD_CAP,A,2004,35809.484811,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,71.89,2004
NLD,GDP,TOT,USD_CAP,A,2005,37625.252435,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,62.82,2005
NLD,GDP,TOT,USD_CAP,A,2006,41008.075298,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,78.05,2006
NLD,GDP,TOT,USD_CAP,A,2007,43943.220422,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,122.0,2007
NLD,GDP,TOT,USD_CAP,A,2008,46419.042594,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,104.24,2008
NLD,GDP,TOT,USD_CAP,A,2009,44560.378549,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,71.6,2009
NLD,GDP,TOT,USD_CAP,A,2010,45044.322123,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,104.08,2010
NLD,GDP,TOT,USD_CAP,A,2011,46599.227659,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,125.26,2011
NLD,GDP,TOT,USD_CAP,A,2012,47271.968226,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,145.08,2012
NLD,GDP,TOT,USD_CAP,A,2013,49242.786711,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,126.17,2013
NLD,GDP,TOT,USD_CAP,A,2014,49233.230349,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,102.35,2014
NLD,GDP,TOT,USD_CAP,A,2015,50288.352815,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,102.92,2015
NLD,GDP,TOT,USD_CAP,A,2016,52289.404292,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,94.72,2016
NLD,GDP,TOT,USD_CAP,A,2017,55089.58143,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,99.78,2017
NLD,GDP,TOT,USD_CAP,A,2018,57825.399708,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,117.25,2018
NLD,GDP,TOT,USD_CAP,A,2019,60207.71305,,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,109.61,2019
NLD,GDP,TOT,USD_CAP,A,2020,59815.501543,P,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,117.57,2020
NLD,GDP,TOT,USD_CAP,A,2021,63418.747204,P,Netherlands,528.0,NLD,150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,122.15,2021
POL,GDP,TOT,USD_CAP,A,2000,10674.318285,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,77.2,2000
POL,GDP,TOT,USD_CAP,A,2001,11120.615043,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,76.75,2001
POL,GDP,TOT,USD_CAP,A,2002,11803.761357,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,66.26,2002
POL,GDP,TOT,USD_CAP,A,2003,12292.072587,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,69.15,2003
POL,GDP,TOT,USD_CAP,A,2004,13354.527277,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,71.73,2004
POL,GDP,TOT,USD_CAP,A,2005,13898.413011,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,55.78,2005
POL,GDP,TOT,USD_CAP,A,2006,15153.81561,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,68.09,2006
POL,GDP,TOT,USD_CAP,A,2007,16806.706835,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,107.45,2007
POL,GDP,TOT,USD_CAP,A,2008,18308.038986,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,97.57,2008
POL,GDP,TOT,USD_CAP,A,2009,19075.274195,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,73.4,2009
POL,GDP,TOT,USD_CAP,A,2010,20633.327018,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,91.03,2010
POL,GDP,TOT,USD_CAP,A,2011,22386.227115,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,124.77,2011
POL,GDP,TOT,USD_CAP,A,2012,23300.922905,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,136.02,2012
POL,GDP,TOT,USD_CAP,A,2013,24028.186721,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,121.12,2013
POL,GDP,TOT,USD_CAP,A,2014,25005.655694,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,103.95,2014
POL,GDP,TOT,USD_CAP,A,2015,26495.814917,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,101.67,2015
POL,GDP,TOT,USD_CAP,A,2016,27830.927735,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,94.38,2016
POL,GDP,TOT,USD_CAP,A,2017,29609.446369,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,101.06,2017
POL,GDP,TOT,USD_CAP,A,2018,31662.210541,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,110.33,2018
POL,GDP,TOT,USD_CAP,A,2019,34592.711362,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,109.88,2019
POL,GDP,TOT,USD_CAP,A,2020,34893.459765,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,113.83,2020
POL,GDP,TOT,USD_CAP,A,2021,37710.71133,,Poland,616.0,POL,173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,120.52,2021
PRT,GDP,TOT,USD_CAP,A,2000,18879.248778,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,55.22,2000
PRT,GDP,TOT,USD_CAP,A,2001,19528.014329,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,67.11,2001
PRT,GDP,TOT,USD_CAP,A,2002,20356.721555,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,60.78,2002
PRT,GDP,TOT,USD_CAP,A,2003,20852.032046,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,60.67,2003
PRT,GDP,TOT,USD_CAP,A,2004,21477.865467,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,67.84,2004
PRT,GDP,TOT,USD_CAP,A,2005,22725.351606,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,71.26,2005
PRT,GDP,TOT,USD_CAP,A,2006,24679.099111,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,64.98,2006
PRT,GDP,TOT,USD_CAP,A,2007,25735.873161,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,109.0,2007
PRT,GDP,TOT,USD_CAP,A,2008,26665.771577,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2008,137.6,2008
PRT,GDP,TOT,USD_CAP,A,2009,26460.438178,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2009,118.34,2009
PRT,GDP,TOT,USD_CAP,A,2010,27261.556334,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2010,86.0,2010
PRT,GDP,TOT,USD_CAP,A,2011,26769.42769,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2011,104.53,2011
PRT,GDP,TOT,USD_CAP,A,2012,26438.140472,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2012,123.53,2012
PRT,GDP,TOT,USD_CAP,A,2013,27936.006299,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2013,111.54,2013
PRT,GDP,TOT,USD_CAP,A,2014,28742.313125,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2014,101.83,2014
PRT,GDP,TOT,USD_CAP,A,2015,29660.845901,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2015,104.74,2015
PRT,GDP,TOT,USD_CAP,A,2016,31607.610185,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2016,93.43,2016
PRT,GDP,TOT,USD_CAP,A,2017,33044.70015,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2017,96.44,2017
PRT,GDP,TOT,USD_CAP,A,2018,34928.61899,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2018,98.3,2018
PRT,GDP,TOT,USD_CAP,A,2019,37299.007208,,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2019,109.26,2019
PRT,GDP,TOT,USD_CAP,A,2020,34952.243057,P,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2020,106.25,2020
PRT,GDP,TOT,USD_CAP,A,2021,36700.45415,P,Portugal,620.0,PRT,174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2021,108.48,2021
SVK,GDP,TOT,USD_CAP,A,2000,11352.871147,,Slovakia,703.0,SVK,199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2000,94.16,2000
SVK,GDP,TOT,USD_CAP,A,2001,12386.405589,,Slovakia,703.0,SVK,199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2001,104.82,2001
SVK,GDP,TOT,USD_CAP,A,2002,13307.878099,,Slovakia,703.0,SVK,199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2002,101.57,2002
SVK,GDP,TOT,USD_CAP,A,2003,14166.017132,,Slovakia,703.0,SVK,199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2003,98.82,2003
SVK,GDP,TOT,USD_CAP,A,2004,15197.883181,,Slovakia,703.0,SVK,199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2004,101.91,2004
SVK,GDP,TOT,USD_CAP,A,2005,16595.261602,,Slovakia,703.0,SVK,199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,85.93,2005
SVK,GDP,TOT,USD_CAP,A,2006,18848.613304,,Slovakia,703.0,SVK,199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,89.41,2006
SVK,GDP,TOT,USD_CAP,A,2007,21138.419027,,Slovakia,703.0,SVK,199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,125.46,2007
