Area Code,Area Code (M49),Area,eu_member,Item Code,Item Code (CPC),Item,Element Code,Element,Months Code,Months,Unit,YEAR,wheat_PPI
114,'404,Kenya,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,50.7
118,'414,Kuwait,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,
113,'417,Kyrgyzstan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,46.13
119,'428,Latvia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,60.42
121,'422,Lebanon,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,76.47
126,'440,Lithuania,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,61.16
256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,77.06
129,'450,Madagascar,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,12.05
130,'454,Malawi,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,14.73
133,'466,Mali,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,75.9
134,'470,Malta,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,63.0
138,'484,Mexico,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,44.8
141,'496,Mongolia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,33.56
143,'504,Morocco,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,100.4
144,'508,Mozambique,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,25.15
28,'104,Myanmar,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,59.85
147,'516,Namibia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,38.78
149,'524,Nepal,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,42.92
150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,62.82
156,'554,New Zealand,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,71.49
158,'562,Niger,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,66.36
159,'566,Nigeria,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,141.6
154,'807,North Macedonia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,83.53
162,'578,Norway,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,70.98
221,'512,Oman,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,
165,'586,Pakistan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,37.17
299,'275,Palestine,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,49.53
169,'600,Paraguay,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,86.21
170,'604,Peru,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,47.11
173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,55.78
174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,71.26
179,'634,Qatar,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,62.4
117,'410,Republic of Korea,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,82.99
146,'498,Republic of Moldova,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,43.75
183,'642,Romania,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,50.7
185,'643,Russian Federation,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,30.77
184,'646,Rwanda,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,45.58
194,'682,Saudi Arabia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,63.62
272,'688,Serbia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,
199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,85.93
198,'705,Slovenia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,67.45
202,'710,South Africa,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,29.46
203,'724,Spain,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,72.18
210,'752,Sweden,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,65.64
211,'756,Switzerland,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,105.63
212,'760,Syrian Arab Republic,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,17.78
208,'762,Tajikistan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,41.93
216,'764,Thailand,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,69.02
222,'788,Tunisia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,50.68
223,'792,Türkiye,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,46.6
213,'795,Turkmenistan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,77.87
230,'804,Ukraine,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,15.65
229,'826,United Kingdom of Great Britain and Northern Ireland,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,54.75
215,'834,United Republic of Tanzania,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,
231,'840,United States of America,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,69.61
234,'858,Uruguay,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,65.16
249,'887,Yemen,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,41.46
181,'716,Zimbabwe,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2005,3913.4
2,'004,Afghanistan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,60.45
3,'008,Albania,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,65.13
4,'012,Algeria,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,44.44
9,'032,Argentina,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,16.51
1,'051,Armenia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,71.4
10,'036,Australia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,68.2
11,'040,Austria,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,81.4
52,'031,Azerbaijan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,46.59
16,'050,Bangladesh,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,65.74
57,'112,Belarus,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,10.89
255,'056,Belgium,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,80.73
18,'064,Bhutan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,27.43
19,'068,Bolivia (Plurinational State of),0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,56.53
80,'070,Bosnia and Herzegovina,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,77.69
21,'076,Brazil,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,47.27
27,'100,Bulgaria,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,60.41
29,'108,Burundi,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,43.78
32,'120,Cameroon,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,80.29
33,'124,Canada,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,54.16
39,'148,Chad,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,
40,'152,Chile,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,88.28
41,'156,"China, mainland",0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,58.62
44,'170,Colombia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,66.97
98,'191,Croatia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,77.77
50,'196,Cyprus,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,63.32
167,'203,Czechia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,72.96
54,'208,Denmark,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,71.45
58,'218,Ecuador,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,45.37
59,'818,Egypt,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,40.82
178,'232,Eritrea,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,33.06
63,'233,Estonia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,86.3
238,'231,Ethiopia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,24.04
67,'246,Finland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,67.96
68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,78.72
73,'268,Georgia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,69.83
79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,70.7
84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,64.63
95,'340,Honduras,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,70.07
97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,57.63
100,'356,India,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,48.77
101,'360,Indonesia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,
102,'364,Iran (Islamic Republic of),0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,18.02
103,'368,Iraq,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,84.59
104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,78.63
105,'376,Israel,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,84.14
106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,74.36
110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,505.03
112,'400,Jordan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,51.2
108,'398,Kazakhstan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,36.91
114,'404,Kenya,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,54.28
118,'414,Kuwait,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,
113,'417,Kyrgyzstan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,40.29
119,'428,Latvia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,76.02
121,'422,Lebanon,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,88.24
126,'440,Lithuania,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,82.97
256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,84.41
129,'450,Madagascar,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,63.18
130,'454,Malawi,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,18.71
133,'466,Mali,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,62.74
134,'470,Malta,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,69.8
138,'484,Mexico,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,46.27
141,'496,Mongolia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,34.59
143,'504,Morocco,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,88.05
144,'508,Mozambique,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,26.63
28,'104,Myanmar,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,64.95
147,'516,Namibia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,48.1
149,'524,Nepal,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,43.51
150,'528,Netherlands,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,78.05
156,'554,New Zealand,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,70.67
158,'562,Niger,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,79.98
159,'566,Nigeria,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,126.8
154,'807,North Macedonia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,70.28
162,'578,Norway,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,69.73
221,'512,Oman,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,
165,'586,Pakistan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,35.91
299,'275,Palestine,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,51.69
169,'600,Paraguay,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,116.24
170,'604,Peru,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,46.45
173,'616,Poland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,68.09
174,'620,Portugal,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,64.98
179,'634,Qatar,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,66.98
117,'410,Republic of Korea,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,82.02
146,'498,Republic of Moldova,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,49.03
183,'642,Romania,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,47.89
185,'643,Russian Federation,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,37.54
184,'646,Rwanda,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,46.58
194,'682,Saudi Arabia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,63.62
272,'688,Serbia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,54.3
199,'703,Slovakia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,89.41
198,'705,Slovenia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,69.44
202,'710,South Africa,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,43.42
203,'724,Spain,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,71.82
210,'752,Sweden,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,74.58
211,'756,Switzerland,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,106.71
212,'760,Syrian Arab Republic,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,16.8
208,'762,Tajikistan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,43.75
216,'764,Thailand,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,77.08
222,'788,Tunisia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,50.68
223,'792,Türkiye,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,45.95
213,'795,Turkmenistan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,82.86
230,'804,Ukraine,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,19.87
229,'826,United Kingdom of Great Britain and Northern Ireland,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,60.75
215,'834,United Republic of Tanzania,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,
231,'840,United States of America,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,86.74
234,'858,Uruguay,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,74.3
249,'887,Yemen,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,42.64
181,'716,Zimbabwe,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2006,123212.83
2,'004,Afghanistan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,42.87
3,'008,Albania,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,74.43
4,'012,Algeria,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,46.67
9,'032,Argentina,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,23.13
1,'051,Armenia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,83.77
10,'036,Australia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,81.3
11,'040,Austria,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,146.51
52,'031,Azerbaijan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,61.29
16,'050,Bangladesh,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,83.41
57,'112,Belarus,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,13.99
255,'056,Belgium,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,118.58
18,'064,Bhutan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,26.14
19,'068,Bolivia (Plurinational State of),0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,57.53
80,'070,Bosnia and Herzegovina,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,88.33
21,'076,Brazil,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,61.41
27,'100,Bulgaria,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,100.01
29,'108,Burundi,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,44.5
32,'120,Cameroon,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,94.07
33,'124,Canada,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,85.19
39,'148,Chad,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,38.44
40,'152,Chile,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,113.45
41,'156,"China, mainland",0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,65.33
44,'170,Colombia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,68.79
98,'191,Croatia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,96.5
50,'196,Cyprus,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,68.96
167,'203,Czechia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,99.1
54,'208,Denmark,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,107.91
58,'218,Ecuador,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,61.3
59,'818,Egypt,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,41.77
178,'232,Eritrea,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,35.47
63,'233,Estonia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,137.05
238,'231,Ethiopia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,42.72
67,'246,Finland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,97.96
68,'250,France,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,122.61
73,'268,Georgia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,71.79
79,'276,Germany,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,111.46
84,'300,Greece,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,107.53
95,'340,Honduras,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,75.52
97,'348,Hungary,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,95.79
100,'356,India,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,54.92
101,'360,Indonesia,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,
102,'364,Iran (Islamic Republic of),0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,17.77
103,'368,Iraq,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,101.5
104,'372,Ireland,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,129.55
105,'376,Israel,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,96.93
106,'380,Italy,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,116.44
110,'392,Japan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,261.18
112,'400,Jordan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,48.32
108,'398,Kazakhstan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,50.55
114,'404,Kenya,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,79.6
118,'414,Kuwait,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,
113,'417,Kyrgyzstan,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,63.63
119,'428,Latvia,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,128.64
121,'422,Lebanon,0,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,92.16
126,'440,Lithuania,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,128.29
256,'442,Luxembourg,1,15,'0111,Wheat,5539,Producer Price Index (2014-2016 = 100),7021,Annual value,,Y2007,135.87
